站號,站名,地址,站別,區域,資料起始日期,撤站日期,城市,經度,緯度,海拔高度(m),備註,原站號,新站號,運作狀態
C0V710,苓雅,苓雅區三多一路162號(苓雅消防分隊),自動站,南部,2013/10/3,,⾼雄市,120.330669,22.622742,34,,,,運行中
C0V720,林園,林園區林園北路179號(林園區公所),自動站,南部,2013/6/13,,⾼雄市,120.394511,22.507747,15,,,,運行中
C0V730,大寮,大寮區鳳林三路492號(大寮區公所),自動站,南部,2013/6/13,,⾼雄市,120.395717,22.605614,33,,,,運行中
C0V740,旗山,旗山區延平一路499號(旗山區公所),自動站,南部,2013/5/17,,⾼雄市,120.483597,22.888614,60,,,,運行中
C0V750,路竹,路竹區國昌路76號(路竹區公所),自動站,南部,2013/9/24,,⾼雄市,120.259439,22.854997,50,,,,運行中
C0V760,橋頭,橋頭區隆豐路1號(橋頭區公所),自動站,南部,2013/8/30,,⾼雄市,120.30575,22.757806,30,,,,運行中
C0V770,大社,大社區自強街1號(大社區公所),自動站,南部,2013/9/18,,⾼雄市,120.346639,22.730306,26,,,,運行中
C0V790,萬山,茂林區萬山段710地號,自動站,南部,2013/10/22,,⾼雄市,120.688056,22.905944,410,,,,運行中
C0V800,六龜,六龜區民治路9號(六龜消防隊),自動站,南部,2013/10/9,,⾼雄市,120.633583,22.997889,256,,,,運行中
C0V810,左營,左營區左營大路1號(高雄市立海青高級工商職業學校資訊大樓樓頂),自動站,南部,2015/9/9,,⾼雄市,120.28491,22.67491,32,於2024/01/08完成儀器汰換,,,運行中
C0V820,小林,甲仙區五里路24-2號（小林國小）,自動站,南部,2018/12/20,,⾼雄市,120.63325,23.148408,441,,,,運行中
C0V840,鳳鼻頭,小港區南星路107號,自動站,南部,2022/12/26,,⾼雄市,120.3591,22.5083,35,,,,運行中
C0V850,蚵仔寮,梓官區信蚵里廣澤路100號,自動站,南部,2022/12/26,,⾼雄市,120.2527,22.7256,22,,,,運行中
C0V860,南寮,彌陀區南寮里漁港1街62號,自動站,南部,2022/12/26,,⾼雄市,120.2339,22.7616,10,,,,運行中
C0V870,文安,彌陀區舊港橫路87號,自動站,南部,2022/12/26,,⾼雄市,120.2164,22.8025,23,,,,運行中
C0V880,興達,茄萣區順漁路100號,自動站,南部,2022/12/26,,⾼雄市,120.2127,22.8778,19,,,,運行中
C0V890,前鎮,前鎮區漁港北二路5號,自動站,南部,2022/12/26,,⾼雄市,120.3117,22.5718,25,,,,運行中
C0V900,汕尾,林園區,自動站,南部,2022/12/26,,⾼雄市,120.4151,22.4782,6,,,,運行中
C0V910,大樹,大樹區中正一路188號,自動站,南部,2025/2/5,,⾼雄市,120.432803,22.684645,50,,,,運行中
C0V930,天池,桃源區天池段41地號,自動站,南部,2026/6/30,,,,,,,,,運行中
C0V940,美瓏山,桃源區撒拉望段31地號,自動站,南部,2026/6/30,,,,,,,,,運行中
C0V950,五指寮林道3.5K,甲仙區東阿里關段一小段3484地號,自動站,南部,2026/6/30,,,,,,,,,運行中
C0V960,西阿里關山,甲仙區出火段5地號,自動站,南部,2026/6/30,,,,,,,,,運行中
C0V970,花菓,六龜區花菓段24地號,自動站,南部,2026/6/30,,,,,,,,,運行中
C0W110,東莒,莒光鄉福正村1號(福正抽水機房，莒光遊客中心後方),自動站,外島,2016/4/11,,連江縣,119.98069,25.9652,16,,,,運行中
C0W120,西嶼,西嶼鄉195號(西嶼燈塔西方),自動站,外島,2016/4/19,,澎湖縣,119.468436,23.5626,58,,,,運行中
C0W130,花嶼,望安鄉花嶼村2號(花嶼國民小學),自動站,外島,2016/4/16,,澎湖縣,119.32276,23.40007,18,,,,運行中
C0W140,金沙,金沙鎮環島北路四段465號(金門縣自來水廠榮湖淨水場),自動站,外島,2016/8/16,,⾦⾨縣,118.408778,24.488292,21,,,,運行中
C0W150,金寧,金寧鄉頂林路315號(金門縣消防局),自動站,外島,2016/8/16,,⾦⾨縣,118.328989,24.457703,42,,,,運行中
C0W160,烏坵,烏坵鄉,自動站,外島,2016/8/17,,⾦⾨縣,119.44956,24.9944,49,,,,運行中
C0W170,東引,東引鄉（東引機場候機室旁）,自動站,外島,2017/6/8,2022/2/18,連江縣,120.483631,26.358836,42,,,,已撤站
C0W180,七美,雙心石滬風景區,自動站,外島,2024/1/8,,澎湖縣,119.444892,23.219333,29,,,,運行中
C0W190,望安,天台山風景區,自動站,外島,2024/1/8,,澎湖縣,119.494075,23.380564,52,,,,運行中
C0W200,湖西,摩西分海風景區,自動站,外島,2024/1/8,,澎湖縣,119.67275,23.596314,18,,,,運行中
C0W210,亮島,連江縣北竿鄉亮島段,自動站,外島,2024/1/8,,,,,,,,,運行中
C0W220,北竿,北竿鄉坂里村1-1號,自動站,外島,2024/1/8,,連江縣,119.974881,26.220358,40,,,,運行中
C0W240,九宮,烈嶼鄉南塘1之27號,自動站,外島,2025/2/5,,⾦⾨縣,118.240186,24.423753,52,,,,運行中
C0X020,關子嶺,白河區關嶺里,自動站,南部,1992/12/5,2015/4/16,臺南市,120.511558,23.327006,403,,,,已撤站
C0X050,東河,東山區東河里54號(東河水利工作站),自動站,南部,2015/7/1,,臺南市,120.385608,23.296598,25,原(C1X050)站因擴充為氣象站及移位，於2015/7/1升級為(C0X050)站。,C1X050,,運行中
C0X060,下營,下營區仁里里下營國小附近,自動站,南部,2015/7/1,2025/8/12,臺南市,120.256261,23.22695,19,原(C1X060)站因擴充為氣象站，於2015/7/1升級為(C0X060)站，升級後經緯度重測。原(C0X060)站因儀器汰換，於2025/8/12轉為農業(C2X060)站。,C1X060,C2X060,已撤站
C0X080,佳里,佳里區西方之埔尾，近七股區之篤加,自動站,南部,1992/12/9,,臺南市,120.145086,23.173039,2,本站於2015/5/11起進⾏儀器汰換，並於2015/7/1完成驗收。,,,運行中
C0X100,臺南市北區,北區文賢路678號(和緯消防分隊),自動站,南部,2013/2/20,,臺南市,120.194228,23.010394,10,,,,運行中
C0X110,臺南市南區,南區明興路2號(南區區公所),自動站,南部,2013/2/20,,臺南市,120.188378,22.961189,20,,,,運行中
C0X120,麻豆,麻豆區興國路9號(麻豆消防分隊5樓頂),自動站,南部,2013/3/9,,臺南市,120.248611,23.183289,28,,,,運行中
C0X130,官田,官田區中山路一段132號(官田區公所),自動站,南部,2013/3/1,,臺南市,120.315422,23.193217,27,,,,運行中
C0X140,西港,西港區中山路450號(西港消防分隊4樓頂),自動站,南部,2013/3/1,,臺南市,120.203108,23.125608,17,,,,運行中
C0X150,安定,安定區南安里33-11號(安定消防分隊),自動站,南部,2013/3/15,,臺南市,120.227839,23.102614,18,,,,運行中
C0X160,仁德,仁德區仁義路432號(仁德消防分隊),自動站,南部,2013/2/28,,臺南市,120.257689,22.968258,26,,,,運行中
C0X170,關廟,關廟區中正路998號(關廟區公所3樓頂),自動站,南部,2013/5/9,,臺南市,120.327797,22.963017,50,,,,運行中
C0X180,山上,山上區豐德里隙子口5之1號(中油豐德供油中心2樓頂),自動站,南部,2013/3/15,,臺南市,120.363253,23.0757,62,,,,運行中
C0X190,安平,安平區城平路2號(台江國家公園管理處),自動站,南部,2013/2/21,,臺南市,120.152181,22.993161,10,,,,運行中
C0X200,左鎮,左鎮區中正里171號之4(左鎮區公所),自動站,南部,2013/3/7,,臺南市,120.408522,23.056758,61,2016/10/18因公所施⼯暫時無法提供資料，2017/1/24完⼯。,,,運行中
C0X210,白河,白河區中山路6號(白河消防分隊),自動站,南部,2015/4/8,,臺南市,120.414427,23.347466,38,,,,運行中
C0X220,學甲,學甲區華宗路313號(學甲區公所),自動站,南部,2015/5/18,,臺南市,120.182187,23.230367,26,,,,運行中
C0X230,鹽水,鹽水區竹埔里1號(竹埔派出所),自動站,南部,2015/4/15,,臺南市,120.247641,23.272621,29,,,,運行中
C0X240,關子嶺,白河區關嶺里94-3號(仙草國小關嶺分校),自動站,南部,2015/4/12,,臺南市,120.508025,23.331169,394,於2015/12/8短距離移位。本站於2015/11/23起進⾏儀器汰換，並於2015/12/8完成驗收。,,,運行中
C0X250,新營,新營區中正路30號(南瀛親子館),自動站,南部,2015/4/10,,臺南市,120.316681,23.310689,33,,,,運行中
C0X260,後壁,後壁區後壁里129號(後壁圖書館),自動站,南部,2015/4/9,,臺南市,120.362326,23.366358,39,,,,運行中
C0X270,柳營,柳營區果毅里61號(果毅國小),自動站,南部,2015/5/19,2020/1/31,臺南市,120.373569,23.257237,33,,,,已撤站
C0X280,將軍,將軍區將貴里58號(將軍國小),自動站,南部,2015/4/15,,臺南市,120.13577,23.214999,22,,,,運行中
C0X290,北門,北門區北門里舊埕108號(北門區公所),自動站,南部,2015/7/22,,臺南市,120.125481,23.267772,10,,,,運行中
C0X300,鹿寮,白河區崎內里12號(鹿寮水庫),自動站,南部,2015/10/28,,臺南市,120.477331,23.386047,70,,,,運行中
C0X310,七股,七股區鹽埕237-11號(氣象署七股雷達站區內),自動站,南部,2015/12/27,2024/4/15,臺南市,120.086253,23.147289,9,,,,已撤站
C0X320,柳營,柳營區國道3號北上324.7K處,自動站,南部,2020/2/5,,臺南市,120.375253,23.253328,30,,,,運行中
C0Z020,明里,富里鄉明里村明里社區後方山上,自動站,東部,2010/7/1,,花蓮縣,121.262342,23.208717,211,原(C1Z020)站因擴充為氣象站，於2010/7/1升級為(C0Z020)站。本站於2017/8/29起進⾏儀器汰換，於2017/12/1完成驗收。,C1Z020,,運行中
C0Z050,佳心,卓溪鄉佳心(玉山國家公園內，距花蓮卓溪鄉南安遊客步行2.5時之日據時代派出所舊址),自動站,東部,1997/4/24,,花蓮縣,121.21316,23.34567,824,本站於2017/9/3起進⾏儀器汰換，於2017/12/1完成驗收。,,,運行中
C0Z060,玉里,玉里鎮中華路414號內(林務局花蓮林管處玉里工作站宿舍旁),自動站,東部,1997/5/20,2008/2/19,花蓮縣,121.317822,23.344598,130,因移位，於2008/2/20更變為(C0Z061)站。,,C0Z061,已撤站
C0Z061,玉里,玉里鎮樂合里新民41號(樂合國小),自動站,東部,2008/2/20,,花蓮縣,121.339656,23.3215,174,原(C0Z060)站因移位，於2008/2/20更變為(C0Z061)站。本站於2017/8/17起進⾏儀器汰換，於2017/12/1完成驗收。,C0Z060,,運行中
C0Z070,舞鶴,瑞穗鄉舞鶴村加納納山三角點旁,自動站,東部,1997/4/17,,花蓮縣,121.37407,23.46811,247,本站於2017/6/21起進⾏儀器汰換，於2017/12/1完成驗收。,,,運行中
C0Z080,富源,光復鄉大豐村9鄰265號(富源國中對面之半山腰上),自動站,東部,2011/10/24,,花蓮縣,121.378225,23.587642,298,本站於2017/6/19起進⾏儀器汰換，於2017/12/1完成驗收。,,,運行中
C0Z100,東華,壽豐鄉大學路二段1號（國立東華大學）,自動站,東部,2013/11/27,,花蓮縣,121.549833,23.89525,36,本站於2017/3/29起進⾏儀器汰換，於2017/6/3完成驗收。,,,運行中
C0Z150,吉安光華,吉安鄉南濱路一段531號(水資源回收中心),自動站,東部,2017/6/3,,花蓮縣,121.595153,23.930925,27,,,,運行中
C0Z160,鳳林,鳳林鎮信義路200號(鳳林地政事務所),自動站,東部,2017/6/3,,花蓮縣,121.453411,23.746114,124,原(C1T930)站因移位及升級，於2017/6/3升級為(C0Z120)站。,C1T930,,運行中
C0Z170,卓溪,卓溪鄉卓溪村中正67號(花蓮縣卓溪鄉公所樓頂),自動站,東部,2022/11/22,,花蓮縣,121.3029,23.3443,194,原(C1Z010)站因移位升級，於2017/12/1變更為(C0Z170)站。2022/11/22舊站遷移(舊地址為卓溪鄉卓溪村中正路65-5號)，站碼不變，並於2022/12/20開始接續提供資料。,C1Z010,,運行中
C0Z180,新城,新城鄉大漢村大安街1號(新城鄉原住民多功能活動中心),自動站,東部,2017/12/1,,花蓮縣,121.604878,24.040486,37,原(C0T841)站因移位，於2017/12/1更變為(C0Z180)站。(C0Z180)站於2025/02/07從新城鄉公所遷移⾄新城鄉原住⺠多功能活動中⼼(約120公尺)，並於2025/04/07啟⽤。,C0T841,,運行中
C0Z181,新城,新城鄉大漢村大安街1號(新城鄉原住民多功能活動中心),自動站,東部,2025/2/7,,,,,,,,,運行中
C0Z190,富世,秀林鄉富世村127號(富世國小校園內),自動站,東部,2017/12/1,,花蓮縣,121.6297,24.14743,62,原(C0T9C0)站因移位，於2017/12/1變更為(C0Z190)站。,C0T9C0,,運行中
C0Z200,萬榮,鳳林鎮長橋里長橋路2號(長橋國小),自動站,東部,2017/6/3,,花蓮縣,121.420106,23.709219,153,,,,運行中
C0Z210,瑞穗,瑞穗鄉鶴岡村167號(鶴岡國小),自動站,東部,2017/12/1,,花蓮縣,121.39021,23.5239,126,,,,運行中
C0Z220,和平林道,秀林鄉臺電公司東部發電廠碧海機組廠區內(進入管制哨約7公里處),自動站,東部,2018/3/23,,花蓮縣,121.656317,24.343922,589,,,,運行中
C0Z230,和平,秀林鄉克來寶段399地號(和平工業港安檢所綠洲分隊),自動站,東部,2017/12/1,,花蓮縣,121.77007,24.30717,31,,,,運行中
C0Z250,瑞穗林道,卓溪鄉瑞穗林道約7.5K瑞欣礦區下方空地,自動站,東部,2017/12/1,,花蓮縣,121.30688,23.49284,1124,,,,運行中
C0Z260,豐裡,壽豐鄉豐裡村中山路299號(豐裡國小),自動站,東部,2017/6/3,2017/12/6,花蓮縣,121.507636,23.842133,64,2017/12/26起因施⼯暫時無法提供資料,,,已撤站
C0Z270,蕃薯寮,壽豐鄉水璉村蕃薯寮附近山區道路旁(牛山段607地號內),自動站,東部,2017/6/3,,花蓮縣,121.540108,23.73835,343,,,,運行中
C0Z280,德武,玉里鎮德武里附近山區道路旁(德武段680地號內),自動站,東部,2017/12/1,,花蓮縣,121.41071,23.47426,224,,,,運行中
C0Z290,赤柯山,玉里鎮赤柯山段338地號,自動站,東部,2017/12/1,,花蓮縣,121.38293,23.36893,946,,,,運行中
C0Z300,東里,富里鄉東里村大莊路52號(東里消防分隊),自動站,東部,2017/12/1,,花蓮縣,121.30547,23.26853,182,,,,運行中
C0Z310,清水斷崖,秀林鄉臺9線大清水遊憩區下方空地,自動站,東部,2018/3/23,,花蓮縣,121.689142,24.218294,59,,,,運行中
C0Z320,清水林道,卓溪鄉清水林道北側山區(新生段1地號),自動站,東部,2018/5/9,,花蓮縣,121.188272,23.27125,646,,,,運行中
C0Z330,安通山,玉里鎮安通產業道路附近山區,自動站,東部,2018/5/9,,花蓮縣,121.348528,23.290728,488,,,,運行中
C1A630,下盆,烏來區東勢溪中游(步行一小時),自動站,北部,1987/5/1,,新北市,121.538622,24.771003,527,,,,運行中
C1A640,石碇,石碇區湳窟34號附近,自動站,北部,1987/5/1,2009/11/30,新北市,121.662922,24.993748,140,因擴充為氣象站，於2009/12/1升級為(C0A640)站。,,C0A640,已撤站
C1A650,火燒寮,平溪區東勢村,自動站,北部,1987/5/1,2009/11/30,新北市,121.742641,25.002354,380,因擴充為氣象站，於2009/12/1升級為(C0A650)站。,,C0A650,已撤站
C1A660,瑞芳,瑞芳區龍山里逢甲路360號(義方國民小學校園內),自動站,北部,1987/5/1,2009/11/30,新北市,121.801267,25.113181,101,因擴充為氣象站，於2009/12/1升級為(C0A660)站。,,C0A660,已撤站
C1A670,新莊,新莊區立言里新泰路359號(新泰國民中學旁),自動站,北部,1987/5/1,2009/3/19,新北市,121.446756,25.051478,9,,,,已撤站
C1A680,五股,五股區成泰路二段49巷15號(五股國中校園內),自動站,北部,1987/5/1,2009/11/30,新北市,121.435431,25.083481,95,因擴充為氣象站，於2009/12/1升級為(C0A680)站。,,C0A680,已撤站
C1A690,木柵,文山區萬壽路115號(木柵指南宮前左側步道上),自動站,北部,1987/5/1,2009/7/14,臺北市,121.586278,24.980992,260,,,,已撤站
C1A700,南勢角,中和區圓通路367巷64號(慈雲寺右旁步行2分鐘),自動站,北部,1987/5/1,2009/7/13,新北市,121.489886,24.981275,197,,,,已撤站
C1A710,林口,林口區湖南里頭湖150號(林口國中校園內),自動站,北部,1987/5/1,2009/11/30,新北市,121.378212,25.076264,238,因擴充為氣象站，於2009/12/1升級為(C0A710)站。,,C0A710,已撤站
C1A720,松山,松山區,自動站,北部,1987/5/1,1992/2/26,臺北市,121.565429,25.074864,10,,,,
C1A730,公館,大安區羅斯福路四段1號(臺灣大學大氣科學系觀測坪內),自動站,北部,1987/5/1,2019/8/7,臺北市,121.539539,25.014372,22,,,,已撤站
C1A740,淡水,淡水區,自動站,北部,1987/5/1,1997/6/1,新北市,121.456826,25.16264,40,,,,已撤站
C1A750,石碇服務區,石碇區文山路一段2號,自動站,北部,2021/10/2,,新北市,121.646242,25.00872,92,,,,運行中
C1A760,坪林交控,坪林區坪雙路一段52號,自動站,北部,2021/10/2,,新北市,121.713442,24.94284,217,,,,運行中
C1A970,關渡,北投區大成崗112號(北台灣科學技術學院校園內),自動站,北部,1992/2/27,2008/2/24,臺北市,121.467384,25.132919,45,因與三貂⾓氣象站(C0A970)重複編號，於2008/2/25起變更站碼為(C1AC50)。2009/2/18〜2009/2/19原址儀器汰換，原站址位於校園內，汰換後移⾄樓頂。,,C1AC50,已撤站
C1A9N0,四十份,新店區北宜路旁(文山事業區第四林班),自動站,北部,2000/6/1,,新北市,121.593283,24.934158,435,,,,運行中
C1AC50,關渡,北投區學園路2號(臺北城市科技大學校園內5樓頂),自動站,北部,1992/2/27,,臺北市,121.469331,25.133486,111,原(C1A970)站因與三貂⾓氣象站(C0A970)重複編號，於2008/2/25起變更站碼為(C1AC50)。2009/2/18〜2009/2/19原址儀器汰換，原站址位於校園內，汰換後移⾄樓頂。,C1A970,,運行中
C1AC80,文山,文山區木柵路4段159巷14-1號(博嘉國小校園內),自動站,北部,2009/1/21,2009/11/30,臺北市,121.575704,25.002083,45,因擴充為氣象站，於2009/12/1升級為(C0AC80)站。,,C0AC80,已撤站
C1AC90,中和,中和區景新街467巷37號(景新國小校園內),自動站,北部,2009/2/11,2009/11/30,新北市,121.516264,24.989586,49,因擴充為氣象站，於2009/12/1升級為(C0AC90)站。,,C0AC90,已撤站
C1ACA0,新莊,新莊區中和街193號(榮富國小校園內),自動站,北部,2009/3/19,2009/11/30,新北市,121.447649,25.05181,25,因擴充為氣象站，於2009/12/1升級為(C0ACA0)站。,,C0ACA0,已撤站
C1AI50,國三N016K,國道3號北向16.51K,自動站,北部,2021/1/26,,臺北市,121.619664,25.034164,64,,,,運行中
C1AI60,國一N039K,國道1號北向39.32K,自動站,北部,2021/1/26,,新北市,121.383836,25.064361,181,原國⼀N039K⾬量站(C1AI60)與國⼀N039K氣象站(CAA990)名稱相同，為利於辨識，於2024/08/15將國⼀N039K⾬量站(C1AI60)改為國⼀39K邊坡⾬量站。,,,運行中
C1C460,大溪,復興區澤仁里中正路248號(介壽國民中學校園內),自動站,北部,1987/6/1,2007/9/30,桃園市,121.351255,24.819596,350,因擴充為氣象站，於2007/10/1升級為(C0C460)站，站名變更為復興。,,C0C460,已撤站
C1C470,五權,中壢區,自動站,北部,1987/5/1,1995/6/23,桃園市,121.072389,25.017686,94,,,,已撤站
C1C480,桃園,桃園區成功路二段144號(桃園高級農工職業學校校園內),自動站,北部,1987/6/1,2007/12/31,桃園市,121.323207,24.992377,105,因擴充為氣象站，於2008/1/1升級為(C0C480)站。,,C0C480,已撤站
C1C490,八德,八德區興仁里中山路94號(八德國民小學校園內),自動站,北部,1987/6/1,2011/11/30,桃園市,121.291533,24.927099,180,因擴充為氣象站，於2011/12/1升級為(C0C490)站。,,C0C490,已撤站
C1C500,楊梅,楊梅區高山里11鄰梅高路838號(楊梅高中旁),自動站,北部,1987/6/1,2011/11/30,桃園市,121.148205,24.920997,187,因擴充為氣象站，於2011/12/1升級為(C0C500)站。,,C0C500,已撤站
C1C510,水尾,楊梅區豐野里1鄰151號(富崗水尾工作站內),自動站,北部,1987/6/1,,桃園市,121.087161,24.940081,106,,,,運行中
C1C520,中壢,中壢區五權里(中央大學校園內),自動站,北部,1987/6/1,2007/9/30,桃園市,121.185267,24.967715,151,因擴充為氣象站，於2007/10/1升級為(C0C520)站。,,C0C520,已撤站
C1C540,埔心,大園區埔心里25鄰埔心50號(埔心國民小學校園內),自動站,北部,1995/7/15,2007/12/31,桃園市,121.225992,25.047652,70,因擴充為氣象站，於2008/1/1升級為(C0C540)站。,,C0C540,已撤站
C1C570,新屋-衛星中心,新屋區,自動站,北部,2007/5/11,2007/12/31,桃園市,121.051542,25.014052,5,因擴充為氣象站，於2008/1/1升級為(C0C570)站。,,C0C570,已撤站
C1C620,蘆竹,蘆竹區,自動站,北部,2007/4/1,2011/11/30,桃園市,121.270714,25.08599,24,因擴充為氣象站，於2011/12/1升級為(C0C620)站。,,C0C620,已撤站
C1D370,湖口,湖口鄉德盛村98-8號(湖口農田水利會內),自動站,北部,1987/6/1,2011/11/30,新⽵縣,121.044035,24.909332,104,因擴充為氣象站，於2011/12/1升級為(C0D370)站。,,C0D370,已撤站
C1D380,新埔,新埔鎮下寮里43號義民廟右方路旁,自動站,北部,1987/6/1,,新⽵縣,121.03834,24.84745,65,,,,運行中
C1D390,關西,關西鎮北斗里北門口41號(關西國中校園內),自動站,北部,1987/5/1,2007/12/31,新⽵縣,121.173886,24.798325,146,因擴充為氣象站，於2008/1/1升級為(C0D390)站。,,C0D390,已撤站
C1D400,鳥嘴山,尖石鄉新樂村復興礦場,自動站,北部,1987/6/1,,新⽵縣,121.28387,24.71909,839,,,,運行中
C1D410,白蘭,五峰鄉桃山村,自動站,北部,1987/6/1,,新⽵縣,121.079947,24.579364,1290,,,,運行中
C1D420,太閣南,五峰鄉羅山工作站後方山頂羅山瞭望台旁,自動站,北部,1987/6/1,,新⽵縣,121.160575,24.632808,1279,,,,運行中
C1D430,峨眉,峨眉鄉峨眉村峨眉街54號(峨眉國中校園內),自動站,北部,1987/6/1,2011/11/30,新⽵縣,121.017081,24.690444,100,因擴充為氣象站，於2011/12/1升級為(C0D430)站。,,C0D430,已撤站
C1D440,新竹,公園路(新竹氣象站舊址),自動站,北部,1987/5/1,2007/5/1,新⽵市,120.977639,24.800446,36,,,,已撤站
C1D480,打鐵坑,新埔鎮新北里8鄰大北坑28號旁,自動站,北部,1990/7/1,2007/12/31,新⽵縣,121.150979,24.833216,223,因擴充為氣象站，於2008/1/1升級為(C0D480)站。,,C0D480,已撤站
C1D560,竹東,竹東鎮二重國民小學校園內,自動站,北部,2007/2/12,2007/12/31,新⽵縣,121.058056,24.767472,147,因擴充為氣象站，於2008/1/1升級為(C0D560)站。,,C0D560,
C1D630,飛鳳山,芎林鄉王爺坑段83-7號地,自動站,北部,2011/9/27,,新⽵縣,121.119178,24.766464,462,,,,運行中
C1D640,外坪(五指山),北埔鄉大坪段內大坪小段36-54號地,自動站,北部,2011/9/27,,新⽵縣,121.090961,24.644447,718,原名為外坪，於2016/4/26更名為外坪(五指⼭)。,,,運行中
C1E440,大河,三灣鄉大河村64號(大河國小校園內),自動站,北部,1987/6/1,2007/12/31,苗栗縣,120.955127,24.615447,122,因擴充為氣象站，於2008/1/1升級為(C0E440)站。,,C0E440,已撤站
C1E450,象鼻,泰安鄉象鼻村,自動站,北部,1990/7/1,2011/10/31,苗栗縣,120.940391,24.368508,968,因儀器汰換，於2011/11/1更變為(C1E451)站。,,C1E451,已撤站
C1E451,象鼻,泰安鄉象鼻村,自動站,北部,2011/11/1,,苗栗縣,120.940228,24.368617,950,原(C1E450)站因儀器汰換，於2011/11/1更變為(C1E451)站。,C1E450,,運行中
C1E460,松安,泰安鄉梅園村二本松梅園派出所,自動站,北部,1990/7/1,2011/10/31,苗栗縣,120.985953,24.397665,1400,因儀器汰換，於2011/11/1更變為(C1E461)站。,,C1E461,已撤站
C1E461,松安,泰安鄉雪霸國家公園二本松解說站旁,自動站,北部,2011/11/1,,苗栗縣,120.986022,24.397972,1325,原(C1E460)站因儀器汰換，於2011/11/1更變為(C1E461)站。,C1E460,,運行中
C1E470,馬達拉,泰安鄉梅園村(由觀霧派出所開車經大霸尖山路口直走約50分),自動站,北部,1990/7/1,2007/6/25,苗栗縣,121.190406,24.492392,1800,2005年以後未進⾏維護。,,,已撤站
C1E480,鳳美,南庄鄉東河村24鄰石門1號(南庄往鹿場途中),自動站,北部,1990/7/1,,苗栗縣,121.034747,24.554803,576,,,,運行中
C1E490,合流山,泰安鄉合流山山區大安溪事業區93林班地(小雪山右轉，230林道22K處附近),自動站,北部,1990/7/1,2007/4/11,苗栗縣,121.059561,24.352672,2533,2005年以後未進⾏維護。,,,已撤站
C1E500,卓蘭,卓蘭鎮蘭勢大橋下方堤防旁,自動站,北部,1990/7/1,2011/6/13,苗栗縣,120.811225,24.307128,345,,,,已撤站
C1E510,新開,大湖鄉新開村新開4鄰20號旁,自動站,北部,1990/7/1,2011/10/31,苗栗縣,120.827062,24.347674,350,因儀器汰換，於2011/11/1更變為(C1E511)站。,,C1E511,已撤站
C1E511,新開,大湖鄉新開村新開4鄰20號旁,自動站,北部,2011/11/1,,苗栗縣,120.827019,24.347703,326,原(C1E510)站因儀器汰換，於2011/11/1更變為(C1E511)站。,C1E510,,運行中
C1E520,大湖,大湖鄉大寮村5鄰竹高屋34-1號附近,自動站,北部,1990/7/1,2011/10/31,苗栗縣,120.874565,24.417121,350,因擴充為氣象站，於2011/11/1升級為(C0E520)站。,,C0E520,已撤站
C1E540,後龍,後龍鎮後龍溪橋旁,自動站,北部,1990/7/1,2011/10/31,苗栗縣,120.783749,24.606296,41,因擴充為氣象站，於2011/11/1升級為(C0E540)站。,,C0E540,已撤站
C1E550,明德,頭屋鄉明德水庫水利工作站屋頂上,自動站,北部,1990/7/1,2011/10/31,苗栗縣,120.886796,24.584621,109,因擴充為氣象站，於2011/11/1升級為(C0E550)站。,,C0E550,已撤站
C1E560,和興,獅潭鄉和興村,自動站,北部,1990/7/1,2011/6/13,苗栗縣,120.915128,24.514072,392,,,,已撤站
C1E570,公館,公館鄉館南村261號(苗栗農改場),自動站,北部,1990/7/1,2011/6/13,苗栗縣,120.829017,24.495742,146,本站(C1E570)與苗栗農改場(K2E360)設置地點均位於苗栗農改場，設置地點相近。,,,已撤站
C1E590,土城,通霄鎮城北里1鄰13號(通霄鎮城中國民小學內),自動站,北部,1990/7/1,2011/10/31,苗栗縣,120.704291,24.471571,70,於2011/11/1變更為(C0E590)站，站名變更為通霄。,,C0E590,已撤站
C1E600,南勢,後龍鎮南港里南勢山,自動站,北部,1990/7/1,2011/10/31,苗栗縣,120.734577,24.572679,150,因儀器汰換，於2011/11/1更變為(C1E601)站。,,C1E601,已撤站
C1E601,南勢,後龍鎮南港里南勢山,自動站,北部,2011/11/1,,苗栗縣,120.734842,24.572486,125,原(C1E600)站因儀器汰換，於2011/11/1更變為(C1E601)站。,C1E600,,運行中
C1E670,南礦,南庄鄉蓬萊林道末端(南庄事業區18林班地),自動站,北部,2002/5/9,,苗栗縣,121.002836,24.538278,1209,,,,運行中
C1E680,南勢山,泰安鄉大興村(從泰安國小進入站址車程約10分鐘),自動站,北部,2002/2/8,2011/10/31,苗栗縣,120.923735,24.421839,949,因儀器汰換，於2011/11/1更變為(C1E681)站。,,C1E681,已撤站
C1E681,南勢山,泰安鄉大興村(從泰安國小進入站址車程約10分鐘),自動站,北部,2011/11/1,,苗栗縣,120.923831,24.421669,977,原(C1E680)站因儀器汰換，於2011/11/1更變為(C1E681)站。,C1E680,,運行中
C1E690,南湖,大湖鄉(位於南湖台3線135k處之吊樑道山上),自動站,北部,2002/1/10,2011/10/31,苗栗縣,120.837615,24.401013,770,因儀器汰換，於2011/11/1更變為(C1E691)站。,,C1E691,已撤站
C1E691,南湖,大湖鄉(位於南湖台3線135k處之吊樑道山上),自動站,北部,2011/11/1,,苗栗縣,120.837533,24.40135,786,原(C1E690)站因儀器汰換，於2011/11/1更變為(C1E691)站。,C1E690,,運行中
